M,kd,beta,p,Ff,FT,mf,mT,eps_thin,eps_lna,thin_pred,lna_pred,CV2f,thin_err,lna_err,hybrid_pred,hyb_err
744,3.0,1.0,0.01338584700055738,1.01709357001533,4.99999999999281,0.04092983158478852,9.999999999999478,0.004016064257028112,0.004148284179433966,1.0160642570280836,1.0165931367177359,24.849688616684425,-0.06021638465945911,-0.02927611359975646,1.0165931367177061,-0.029276113601497067
1033,3.0,1.0,0.009652124883356844,1.012110513333229,4.99999999999281,0.029354995491857862,9.999999999999478,0.0028957528957528956,0.0029640247036755874,1.0115830115829907,1.0118560988147023,34.478305868381284,-0.04355734028144298,-0.021007740260583718,1.011856098814681,-0.021007740262343866
1436,3.0,1.0,0.006949127491521855,1.008609741201272,4.99999999999281,0.021052922174094955,9.999999999999478,0.0020847810979847115,0.00211999330578931,1.0083391243919237,1.0084799732231573,47.908301415864194,-0.031431468498527626,-0.015072227501510826,1.008479973223142,-0.015072227503290403
1995,3.0,1.0,0.005004951841912657,1.0061453537052896,4.99999999999281,0.015121075383725986,9.999999999999478,0.0015015015015015015,0.0015197020729177835,1.0060060060059952,1.0060788082916712,66.53927238456536,-0.022675293559492604,-0.010828573392140495,1.0060788082916603,-0.010828573393910967
2,10.0,0.0,0.4573567453222639,4.8294269812853,4.786720950192037,9.99999999999969,10.914713490644218,0.8333333333333334,0.9527109437178968,4.155600791826698,4.8108437748715875,0.482942698128545,-0.1759600568836125,-0.004852738152347547,4.6076504900537865,-0.05791375375881347
3,10.0,0.0,0.45839090117080783,4.750345407021627,4.69164010253615,9.999999999999726,11.37517270351215,0.7692307692307693,0.9306822249457803,3.8397231557970386,4.722728899783121,0.4750345407021757,-0.24281023543049285,-0.0073637236684389595,4.435743824327412,-0.0838860287655635
4,10.0,0.0,0.4593617021094594,4.674893616872832,4.603268941271925,9.99999999999973,11.837446808437567,0.7142857142857143,0.9096371780554299,3.5737635294799466,4.63854871222172,0.4674893616872958,-0.29963590846199706,-0.009890056268360703,4.27766739151337,-0.10809189782682282
5,10.0,0.0,0.46027622438871507,4.602762243884547,4.520965669402039,9.999999999999769,12.301381121943345,0.6666666666666666,0.8895127252539741,3.347310446268026,4.558050901015896,0.46027622438846527,-0.3484692335020353,-0.012410295168532093,4.131943768115491,-0.13068263845837713
7,10.0,0.0,0.46195908948658804,4.467427252809892,4.37235277416353,9.999999999999762,13.233713626405878,0.5882352941176471,0.851798172321318,2.983736925978547,4.407192689285273,0.44674272528099984,-0.4278937144619285,-0.017371543548839297,3.8725639294552217,-0.17155754972872528
10,10.0,0.0,0.46418239783364196,4.283647956670615,4.182660962106056,9.999999999999783,14.641823978336202,0.5,0.8008218999327128,2.591330481053028,4.203287599730851,0.4283647956670708,-0.5153772566208578,-0.024472890516937018,3.5487445985154475,-0.22380698779302366
14,10.0,0.0,0.4667126769051502,4.067954953342077,3.9774627978806696,9.999999999999769,16.533977476671872,0.4166666666666667,0.7415928937255643,2.2406094991169456,3.966371574902257,0.4067954953342171,-0.5956233002164886,-0.033111104949295256,3.2080652522405404,-0.28028107132564495
20,10.0,0.0,0.4698311896345449,3.793247585379772,3.7420638894599385,9.999999999999755,19.396623792690654,0.3333333333333333,0.6674766782004501,1.914021296486646,3.6699067128018004,0.3793247585379865,-0.672774693775534,-0.04415679914074,2.830263696350126,-0.34475421873450507
28,10.0,0.0,0.4731154007467183,3.4944624418143024,3.516527295983642,9.999999999999755,23.247231220907867,0.2631578947368421,0.5889364016659556,1.662244025258853,3.3557456066638225,0.3494462441814388,-0.7345143329649888,-0.055609911308019844,2.482074530390763,-0.4058541409375549
39,10.0,0.0,0.47656342465372403,3.1719471229887364,3.3051533307413536,9.999999999999739,28.585973561494974,0.20408163265306123,0.5068788952927086,1.4704394552533375,3.0275155811708343,0.3171947122988819,-0.783401975916438,-0.06649864551912077,2.1684335737664853,-0.46203406086670895
54,10.0,0.0,0.48001807100038074,2.8419516680397736,3.1193657525169223,9.999999999999694,35.920975834020254,0.15625,0.42592269414936573,1.331150898830769,2.7036907765974627,0.28419516680398604,-0.8202173788939947,-0.07506217119662528,1.9026859711999053,-0.5099296106066918
74,10.0,0.0,0.4832850349597531,2.526185174042802,2.9669762750999564,9.999999999999655,45.76309258702139,0.11904761904761904,0.35113191595320836,1.2341638422738044,2.4045276638128334,0.25261851740428887,-0.8465691802957868,-0.07971346616328523,1.6906681481103527,-0.5474545554123023
103,10.0,0.0,0.486487025574869,2.2163272684236537,2.838732132529772,9.999999999999556,60.10816363421107,0.08849557522123894,0.27986751625302114,1.1627196577459975,2.1194700650120843,0.2216327268423752,-0.8662204967608098,-0.07963087396461577,1.514601394985728,-0.5769219285425989
144,10.0,0.0,0.48937419626603723,1.939768524621733,2.740184086368082,9.999999999999467,80.46988426230882,0.06493506493506493,0.2174681685169808,1.1129989666472782,1.8698726740679232,0.19397685246218366,-0.8797587238913311,-0.07437560284533229,1.3784346461448624,-0.5973107885293494
200,10.0,0.0,0.49178373398952857,1.7134935958189295,2.6697071732375885,9.9999999999993,108.35674679790503,0.047619047619047616,0.1667041790117882,1.0795098653922661,1.6668167160471528,0.17134935958190492,-0.8885626081885055,-0.06542018042671038,1.278347163504666,-0.6098813428238465
277,10.0,0.0,0.4937437158374731,1.5340185739800456,2.619837386447424,9.999999999998938,146.76700928697898,0.03484320557491289,0.12620023057781446,1.056440327053917,1.504800922311258,0.15340185739802087,-0.8943101798252694,-0.054712800438809106,1.2044238516682293,-0.617197113305149
