M,kd,beta,p,Ff,FT,mf,mT,eps_thin,eps_lna,thin_pred,lna_pred,CV2f,thin_err,lna_err,hybrid_pred,hyb_err
144,30.0,0.0,0.24501134621627566,2.126535420577301,3.959202984743559,9.999999999999599,45.2816338551433,0.1724137931034483,0.272946374864669,1.5102074111626826,2.091785499458676,0.21265354205773862,-0.5471004268101723,-0.030846718606341916,1.807703727174463,-0.2830196792564681
200,30.0,0.0,0.2460913754699662,1.8731003759788774,3.903015319633267,9.999999999999531,59.218275093992766,0.13043478260869565,0.2122868122097781,1.3786541721260783,1.8491472488391123,0.18731003759789652,-0.5663108360232352,-0.027434562850703115,1.6162718680010961,-0.29415690915244164
277,30.0,0.0,0.2469906876412769,1.6656819065456465,3.8610506468249257,9.999999999999417,78.41642047663314,0.09771986970684039,0.16255351615650043,1.279581496432403,1.6502140646260017,0.16656819065457434,-0.5800073673577729,-0.023236085835516285,1.4650738425432217,-0.3013572428961142
385,30.0,0.0,0.24772643722501403,1.4987133265482806,3.829854049123614,9.999999999999197,105.37467833162961,0.07228915662650602,0.12232737759004246,1.2045677625872493,1.48930951036017,0.1498713326548401,-0.5898089108564357,-0.01885615580637645,1.346168624791855,-0.3058765299339915
535,30.0,0.0,0.24830354560972526,1.369587604865144,3.8072838503671047,9.999999999998911,142.84239690120197,0.05309734513274336,0.09102729502919406,1.1490593194885188,1.3641091801167762,0.13695876048652933,-0.5966874496699967,-0.014823074898214994,1.2555394552780583,-0.30858218210185884
744,30.0,0.0,0.248747138420586,1.2714839397612947,3.7910306428421334,9.999999999998536,195.06787098491452,0.03875968992248062,0.06709933766079926,1.1081794822807027,1.268397350643197,0.12714839397614808,-0.6015252969445605,-0.011369324906702394,1.187276307525702,-0.3101753728402247
1033,30.0,0.0,0.24907999577449186,1.1985425403647023,3.7794410633778948,9.999999999997964,267.29963563504805,0.028222013170272814,0.04920982710831556,1.078441422296648,1.1968393084332623,0.11985425403649463,-0.6049137774073041,-0.008578675020030513,1.136775814186579,-0.3111007145605382
1436,30.0,0.0,0.24932876229028522,1.14441059574222,3.7711104429668745,9.999999999997028,368.0361026488466,0.020463847203274217,0.03587219970851317,1.0567075806882718,1.1434887988340527,0.114441059574256,-0.6073170365594391,-0.006383166715914879,1.0994058272244542,-0.3116445042446985
1995,30.0,0.0,0.2495118766048356,1.104775307262011,3.7651558032647685,9.999999999996065,507.77619382664307,0.014814814814814815,0.02607051249548097,1.0409652711594781,1.104282049981924,0.11047753072624455,-0.6090178857024346,-0.004707762668293647,1.072089028920966,-0.311965473499464
2,30.0,1.0,0.22528320591066736,4.929063331592315,4.99999999999281,9.549433588178143,9.999999999999478,0.9375,0.9647359151362677,4.74999999999326,4.858943660545071,0.5161628997236358,-0.045574050730937676,-0.017846408960485394,4.858943660538134,-0.01784640896225087
3,30.0,1.0,0.22144094839430964,4.891412784643623,4.99999999999281,9.33567715481655,9.999999999999478,0.9090909090909091,0.9475063180384068,4.6363636363571,4.790025272153628,0.5239483653438036,-0.06554153013347841,-0.026054165440914656,4.790025272146815,-0.026054165442665256
4,30.0,1.0,0.2176992502467996,4.852535960217082,4.99999999999281,9.129202999012278,9.999999999999478,0.8823529411764706,0.9305611195930292,4.529411764699539,4.722244478372117,0.5315399340711447,-0.08387311600832825,-0.033819666627491696,4.722244478365426,-0.03381966662922842
5,30.0,1.0,0.21405527973502353,4.812590908369461,4.99999999999281,8.92972360132436,9.999999999999478,0.8571428571428571,0.9139098814226461,4.428571428565266,4.655639525690584,0.5389406350332847,-0.10072401918632001,-0.0411665941746685,4.6556395256840135,-0.04116659417639201
7,30.0,1.0,0.20704943615174679,4.730077368799642,4.99999999999281,8.55065394693725,9.999999999999478,0.8108108108108109,0.8815185574298736,4.243243243237414,4.5260742297194945,0.5531831130289051,-0.1305158251231915,-0.05469139615884078,4.526074229713156,-0.05469139616053997
10,30.0,1.0,0.19720576177692975,4.601676756039137,4.99999999999281,8.02794238223018,9.999999999999478,0.75,0.8352783054733702,3.999999999994608,4.341113221893481,0.5732074966338736,-0.1670546239430465,-0.07234506364535742,4.3411132218874755,-0.07234506364702498
14,30.0,1.0,0.18521614184329635,4.426319689831784,4.99999999999281,7.406974014193329,9.999999999999478,0.6818181818181818,0.7780655778399505,3.7272727272678248,4.112262311359801,0.5975881218632628,-0.20402269077182322,-0.09166026725527221,4.112262311354208,-0.09166026725690479
20,30.0,1.0,0.1693660046092711,4.164662133050007,4.99999999999281,6.612679907814056,9.999999999999478,0.6,0.7015136068573739,3.399999999995686,3.8060544274294954,0.6297994445684146,-0.2416252038625566,-0.11331626901823366,3.8060544274244514,-0.1133162690198275
28,30.0,1.0,0.15155340769139217,3.834925644792516,4.99999999999281,5.756504584640497,9.999999999999478,0.5172413793103449,0.6152159951940295,3.0689655172376606,3.460863980776118,0.6661899749067973,-0.27018702552634843,-0.13194761023221657,3.4608639807716948,-0.13194761023377677
39,30.0,1.0,0.13188669320695373,3.4365721074297553,4.99999999999281,4.856418964928284,9.999999999999478,0.43478260869565216,0.5209838740308448,2.739130434779483,3.083935496123379,0.7076350150692783,-0.28623888064859127,-0.1447265238861979,3.0839354961196332,-0.14472652388773533
54,30.0,1.0,0.11155486845679519,3.001971466054737,4.99999999999281,3.976037103332538,9.999999999999478,0.35714285714285715,0.42624765452792573,2.428571428568861,2.7049906181117027,0.755015958864825,-0.28641768736887596,-0.1483441961979065,2.7049906181086385,-0.14834419619943706
74,30.0,1.0,0.09212998983677978,2.5829106930408763,4.99999999999281,3.1823807520777754,9.999999999999478,0.28846153846153844,0.3395664907060089,2.15384615384408,2.358265962824036,0.8116284298648095,-0.2710604843868576,-0.14191876471898923,2.3582659628215943,-0.14191876472053178
103,30.0,1.0,0.07325433722080107,2.189589330146753,4.99999999999281,2.454803266256966,9.999999999999478,0.22556390977443608,0.25984228760592304,1.9022556390961225,2.039369150423692,0.8919612256689694,-0.24154023894547172,-0.1262790241271995,2.039369150421824,-0.12627902412876968
144,30.0,1.0,0.056612541618425945,1.8661465576819318,4.99999999999281,1.8477940069461425,9.999999999999478,0.1724137931034483,0.1937199056206628,1.6896551724125535,1.774879622482651,1.0099321410648585,-0.20376619141883134,-0.10537123814650773,1.7748796224812584,-0.10537123814811566
200,30.0,1.0,0.04311040701604263,1.625103043397768,4.99999999999281,1.3779185967909526,9.999999999999478,0.13043478260869565,0.14311132834181814,1.5217391304338448,1.5724453133672727,1.179389731136865,-0.16535499875682147,-0.08423847969811915,1.5724453133662437,-0.08423847969976517
277,30.0,1.0,0.032420440460425394,1.4494152023337539,4.99999999999281,1.019537992461644,9.999999999999478,0.09771986970684039,0.1050112061180307,1.390879478826659,1.4200448244721229,1.4216392258558057,-0.13024865025287669,-0.06535243514041023,1.420044824471368,-0.0653524351420901
385,30.0,1.0,0.024035201668979756,1.3212582215592987,4.99999999999281,0.746447357442271,9.999999999999478,0.07228915662650602,0.07634268097600039,1.2891566265055043,1.3053707239040016,1.7700621596232022,-0.09992458682608063,-0.04945397997344203,1.3053707239034527,-0.049453979975150664
535,30.0,1.0,0.017675100528428155,1.229693691068642,4.99999999999281,0.543821217290414,9.999999999999478,0.05309734513274336,0.0553065086901966,1.2123893805305916,1.2212260347607864,2.2612094783568457,-0.07533646421694329,-0.03686499297590695,1.2212260347603887,-0.03686499297763823
744,30.0,1.0,0.012910627426824276,1.164242196224097,4.99999999999281,0.3944931944422164,9.999999999999478,0.03875968992248062,0.03994468595595722,1.1550387596896439,1.159778743823829,2.9512351863769095,-0.056035761491496694,-0.027176039427638576,1.1597787438235416,-0.027176039429388066
1033,30.0,1.0,0.009403780791228607,1.1177576297417962,4.99999999999281,0.28589444266032654,9.999999999999478,0.028222013170272814,0.028853014590128918,1.1128880526808884,1.1154120583605156,3.9096864539959344,-0.04135253971725761,-0.01991863615481748,1.1154120583603082,-0.01991863615657863
1436,30.0,1.0,0.006819932502540134,1.0844110775141473,4.99999999999281,0.2065769263518435,9.999999999999478,0.020463847203274217,0.02079659409438556,1.0818553888129498,1.0831863763775422,5.249429820962528,-0.030276697993449453,-0.014508772695145944,1.0831863763773928,-0.014508772696916306
1995,30.0,1.0,0.004937761149105615,1.060596735770758,4.99999999999281,0.14916650753377583,9.999999999999478,0.014814814814814815,0.014989561574123504,1.0592592592591528,1.059958246296494,7.110153299865967,-0.02207175839743214,-0.010536697499340275,1.0599582462963864,-0.010536697501117409
2,100.0,0.0,0.08811892603601496,4.93861637278661,4.989993644018904,9.999999999999567,10.176237852071598,0.9803921568627451,0.9841833893440866,4.911758474528337,4.936733557376346,0.4938616372786824,-0.006819120146822177,-0.0004780398068907621,4.926885468031887,-0.002978432943044673
3,100.0,0.0,0.08813932533672038,4.908597736105888,4.985132830680969,9.999999999999558,10.26441797600972,0.970873786407767,0.976456429178456,4.869061000661135,4.905825716713824,0.49085977361061045,-0.010115324756889255,-0.0007092107142304682,4.891308573648571,-0.004423367055045646
4,100.0,0.0,0.08815943616158986,4.879015191104714,4.98036364794562,9.999999999999607,10.352637744645966,0.9615384615384616,0.9688467896194066,4.827272738409251,4.8753871584776265,0.48790151911049057,-0.013339069363305978,-0.0009352973495456718,4.856362541829904,-0.005839793906132762
5,100.0,0.0,0.08817926450394747,4.849859547711738,4.975683735759571,9.999999999999584,10.440896322519322,0.9523809523809523,0.9613518844836267,4.786365462628162,4.845407537934507,0.4849859547711939,-0.016492571818967905,-0.0011564083629690414,4.822031051483368,-0.007228444540245738
7,100.0,0.0,0.08821809689842383,4.792793461174193,4.966582658976782,9.999999999999645,10.617526678288613,0.9345794392523364,0.9466962980762672,4.707086597174563,4.786785192305069,0.47927934611743633,-0.022597292701800997,-0.0015841276174484165,4.755149119266836,-0.009925228540048847
10,100.0,0.0,0.08827436755003883,4.7101804305000865,4.953545779523277,9.99999999999964,10.882743675500027,0.9090909090909091,0.9255128698888606,4.594132526839343,4.7020514795554424,0.4710180430500256,-0.03127823722715872,-0.002190985343413221,4.659057500643581,-0.013779095333542934
14,100.0,0.0,0.08834591967588157,4.605271630082468,4.937227641665892,9.999999999999702,11.236842875462045,0.8771929824561403,0.8986685714022462,4.4537084576016595,4.594674285608985,0.4605271630082605,-0.042039321313867783,-0.0029394025085540676,4.538262740021322,-0.018586363785192295
20,100.0,0.0,0.08844640855241233,4.458209881527962,4.914802072628649,9.999999999999723,11.768928171047968,0.8333333333333334,0.861143026872221,4.262335060523874,4.444572107488884,0.4458209881528086,-0.056640524350576205,-0.0039435935082839935,4.371204506429079,-0.02515907885279678
28,100.0,0.0,0.0885690020974175,4.279252646002361,4.888225135797479,9.999999999999746,12.479932058727435,0.78125,0.815641594683118,4.037675887341781,4.262566378732473,0.427925264600247,-0.07366823625348895,-0.005088436016124187,4.171398150248839,-0.032889962255578165
39,100.0,0.0,0.08871929749928438,4.0605786271912985,4.856820485532459,9.999999999999753,13.460052602471844,0.7194244604316546,0.7602782491908038,3.7746909967859414,4.041112996763215,0.40605786271913985,-0.0934096670039537,-0.006360114474806666,3.9322567261838435,-0.04192733356607681
54,100.0,0.0,0.08889616986684713,3.8043249009058955,4.821531345797345,9.99999999999978,14.800393172809525,0.6493506493506493,0.6957171911217616,3.481513860907367,3.7828687644870462,0.38043249009059793,-0.1151118545123817,-0.007651087936322298,3.658705053681894,-0.05192688164519066
74,100.0,0.0,0.0890925320208686,3.5213210649864153,4.784473785295673,9.999999999999753,16.592847369544028,0.5747126436781609,0.6247862487469374,3.174984934077973,3.49914499498775,0.35213210649865023,-0.1373629625032734,-0.008795416937027456,3.3644871797960065,-0.062203059883313094
103,100.0,0.0,0.08931845659952048,3.1978113272568045,4.744599769917444,9.999999999999762,19.199801029750372,0.49261083743842365,0.5441262146239181,2.8446304285307606,3.1765048584956723,0.3197811327256881,-0.16069664140227458,-0.009694403016716535,3.0375348980867733,-0.07292547234711
144,100.0,0.0,0.08955719955745263,2.8586040990061448,4.705668652440815,9.999999999999737,22.896236736272918,0.4098360655737705,0.45995439510327085,2.5187166608364,2.8398175804130834,0.285860409900622,-0.1828724247145983,-0.010107864608233208,2.704438583486568,-0.08294693614525761
200,100.0,0.0,0.08978797185105371,2.5335380723212713,4.67114843423301,9.999999999999712,27.957594370210455,0.3333333333333333,0.3795755211082272,2.2237161447443365,2.518302084432909,0.2533538072321344,-0.20203080260535455,-0.009935187240118548,2.393478079989647,-0.09133127821184095
277,100.0,0.0,0.09000168980563254,2.23514883776921,4.641878776949909,9.999999999999659,34.93046807615987,0.26525198938992045,0.305934981185613,1.9660155907028938,2.223739924742452,0.22351488377692863,-0.2178953975720005,-0.00923687306168186,2.114178115106454,-0.09794019875470239
385,100.0,0.0,0.09019353206043516,1.9696082759553373,4.617785537462751,9.99999999999962,44.72450984326716,0.20618556701030927,0.2404274782207352,1.7459351623634538,1.9617099128829407,0.1969608275955412,-0.23068399800063843,-0.008145931989508304,1.8698150535156164,-0.10292117436951165
535,100.0,0.0,0.09035620024019866,1.74623841359293,4.598946498506821,9.99999999999951,58.340567128505796,0.15748031496062992,0.18527886367008176,1.5667632281113104,1.741115454680327,0.1746238413593016,-0.24050649526000234,-0.006865043154154371,1.6668087176527635,-0.10644010612873
744,100.0,0.0,0.09048933166686726,1.5646903616884502,4.584596040830767,9.999999999999373,77.32406276014862,0.11848341232227488,0.1403864352231572,1.4247151707145458,1.5615457408926288,0.15646903616885482,-0.24787954686418257,-0.005568752380364472,1.5032286598872742,-0.1088414217260637
1033,100.0,0.0,0.09059424786051429,1.4224384391029141,4.573953471423466,9.999999999999165,103.58385803991041,0.088261253309797,0.10514617026359954,1.315441612658735,1.420584681054398,0.14224384391030329,-0.25328383153625067,-0.004388232407194437,1.3757875202204743,-0.11043246675540985
1436,100.0,0.0,0.0906756503806571,1.3125734130283522,4.56609520043989,9.999999999998796,140.2102339466224,0.06510416666666667,0.07787959634355293,1.2321676562786388,1.3115183853742116,0.13125734130285102,-0.25723799081536136,-0.0033752955631094483,1.27772605473294,-0.11148535621694489
1995,100.0,0.0,0.09073728353006863,1.2296870676780685,4.560374647255863,9.99999999999844,191.02088064248534,0.0477326968973747,0.0572752324223511,1.1699462838785615,1.2291009296894044,0.12296870676782602,-0.2600964190253855,-0.0025518980872077934,1.2039212854322259,-0.1121777664990532
2,100.0,1.0,0.08671296847220851,4.948224704332831,4.99999999999281,9.826574063055059,9.999999999999478,0.9803921568627451,0.9841373794363387,4.921568627443931,4.936549517745355,0.5035554276171037,-0.006751408261958081,-0.002957072472258959,4.936549517738279,-0.0029570724740511922
3,100.0,1.0,0.08604498240155663,4.922584917087129,4.99999999999281,9.741865052794807,9.999999999999478,0.970873786407767,0.976355108797558,4.883495145624088,4.905420435190232,0.5053021049265005,-0.00996530917476457,-0.00437580887596023,4.9054204351832125,-0.004375808877749687
4,100.0,1.0,0.08538619603596778,4.897114189757184,4.99999999999281,9.658455215855607,9.999999999999478,0.9615384615384616,0.9686704756254872,4.846153846146933,4.874681902501949,0.5070287204643178,-0.013076430694330399,-0.005756127781473275,4.874681902494984,-0.005756127783260512
5,100.0,1.0,0.08473643973863113,4.871815074902133,4.99999999999281,9.576317801306322,9.999999999999478,0.9523809523809523,0.9610821921689349,4.809523809516962,4.844328768675739,0.5087357349645978,-0.016088388567149003,-0.007099075161044133,4.844328768668829,-0.007099075162828927
7,100.0,1.0,0.08346335709726649,4.821740728660215,4.99999999999281,9.415756500318613,9.999999999999478,0.9345794392523364,0.9461895469138791,4.738317757002626,4.784758187655516,0.5120927594609159,-0.021828527255127073,-0.009676883815628146,4.7847581876487135,-0.009676883817408055
10,100.0,1.0,0.0816174246231771,4.7479671994011765,4.99999999999281,9.183825753767707,9.999999999999478,0.9090909090909091,0.924541318616778,4.6363636363571,4.698165274467112,0.5169923000175936,-0.029777091715719406,-0.013287716323136967,4.6981652744604645,-0.013287716324910437
14,100.0,1.0,0.07926875031479115,4.652159078060926,4.99999999999281,8.890237495592402,9.999999999999478,0.8771929824561403,0.8969138547159329,4.508771929818254,4.587655418863731,0.5232885038636337,-0.039260926257024376,-0.017661787950223218,4.587655418857283,-0.017661787951988805
20,100.0,1.0,0.07596890643989199,4.514028446999014,4.99999999999281,8.480621871201638,9.999999999999478,0.8333333333333334,0.8579652939879215,4.333333333327342,4.431861175951687,0.5322756415219597,-0.05142107310656119,-0.023382642538792964,4.431861175945517,-0.02338264254054856
28,100.0,1.0,0.07194396487447773,4.340314584805509,4.99999999999281,7.985568983514101,9.999999999999478,0.78125,0.8103002685253748,4.124999999994383,4.241201074101499,0.5435197659385225,-0.06445937331488283,-0.0296719090934906,4.241201074095674,-0.02967190909523454
39,100.0,1.0,0.06701621593270826,4.120521259503299,4.99999999999281,7.386367578623856,9.999999999999478,0.7194244604316546,0.751805056062084,3.8776978417214463,4.007220224248336,0.5578548881629023,-0.07781501793726076,-0.03630836832465534,4.00722022424293,-0.03630836832638762
54,100.0,1.0,0.061235961266017415,3.854064397795439,4.99999999999281,6.693258091634537,9.999999999999478,0.6493506493506493,0.683159203679184,3.5974025973979287,3.732636814716736,0.5758129068132574,-0.08992852459662903,-0.04254549517961015,3.7326368147118245,-0.042545495181331106
74,100.0,1.0,0.054856472720961925,3.551337981972864,4.99999999999281,5.940621018648295,9.999999999999478,0.5747126436781609,0.6075921592471191,3.2988505747085113,3.4303686369884763,0.5978058473726576,-0.09896274388119786,-0.047414080705546646,3.4303686369841078,-0.04741408070725883
103,100.0,1.0,0.04758553978182662,3.19875875188318,4.99999999999281,5.098689402471335,9.999999999999478,0.49261083743842365,0.5220446668631733,2.970443349750153,3.088178667452693,0.6273688195897443,-0.10383831420226564,-0.05029204970112244,3.0881786674489398,-0.05029204970282941
144,100.0,1.0,0.04000620734271309,2.827356200878967,4.99999999999281,4.239106142648793,9.999999999999478,0.4098360655737705,0.4339110274137608,2.6393442622921355,2.735644109655043,0.6669699001951156,-0.10288740558430653,-0.050188403979372076,2.7356441096519237,-0.050188403981079044
200,100.0,1.0,0.03280356525245697,2.475527958810566,4.99999999999281,3.4392869495080847,9.999999999999478,0.3333333333333333,0.35149335133135534,2.3333333333309367,2.4059734053254216,0.7197794179879746,-0.09636864190242356,-0.04713875672082346,2.4059734053228943,-0.04713875672253631
277,100.0,1.0,0.026257523609523735,2.160549167034578,4.99999999999281,2.7266659601614034,9.999999999999478,0.26525198938992045,0.2779753622648629,2.0610079575577744,2.1119014490594514,0.7923776504352906,-0.08577078188867282,-0.04191784317025604,2.111901449057453,-0.041917843171978
385,100.0,1.0,0.02049291617480519,1.889507428433192,4.99999999999281,2.110227272699479,9.999999999999478,0.20618556701030927,0.21449070851807128,1.8247422680397545,1.8579628340722851,0.8954047049235914,-0.0728101399979505,-0.03546299148560306,1.857962834070743,-0.03546299148733667
535,100.0,1.0,0.015692197993430506,1.6697457896780128,4.99999999999281,1.604674073514158,9.999999999999478,0.15748031496062992,0.16260964497222097,1.6299212598413875,1.6504385798888839,1.0405513600785925,-0.05946215780732478,-0.028827668776254756,1.6504385798877146,-0.02882766877800058
744,100.0,1.0,0.011824644268071895,1.4973290776656547,4.99999999999281,1.2024646645539867,9.999999999999478,0.11848341232227488,0.12151051268466868,1.4739336492882478,1.4860420507386747,1.245216696842429,-0.04704214860554612,-0.022695288560159566,1.4860420507378012,-0.02269528856191594
1033,100.0,1.0,0.008816363725526619,1.3663675036672647,4.99999999999281,0.8926962715304807,9.999999999999478,0.088261253309797,0.08999220427869331,1.3530450132385534,1.3599688171147732,1.5306073826484115,-0.03636373394298298,-0.017465213176501404,1.3599688171141262,-0.017465213178267436
1436,100.0,1.0,0.0065065111455184415,1.2677984112431284,4.99999999999281,0.6566499950349957,9.999999999999478,0.06510416666666667,0.0660666358323551,1.2604166666661987,1.2642665433294205,1.9307064963513203,-0.02756455702131866,-0.01318853199058545,1.2642665433289455,-0.013188531992359032
1995,100.0,1.0,0.004771734476031452,1.1949497117227426,4.99999999999281,0.4803897203167306,9.999999999999478,0.0477326968973747,0.04825818509114512,1.1909307875891555,1.1930327403645804,2.4874589550644175,-0.020615183772637602,-0.009833158208966575,1.1930327403642336,-0.009833158210745707
2,300.0,0.0,0.03186713927969785,4.975762635334965,4.998623281428986,9.999999999999542,10.06373427855894,0.9933774834437086,0.9938675144855652,4.97214233254535,4.97547005794226,0.49757626353351925,-0.0009105932928286098,-7.359025664765984e-05,4.974101782077941,-0.0004177445711327499
3,300.0,0.0,0.03186829550823433,4.963751482259382,4.997942781836142,9.999999999999526,10.095604886524228,0.9900990099009901,0.9908290722102011,4.958359189936774,4.9633162888408044,0.4963751482259618,-0.0013604012125237874,-0.00010979331588401031,4.961277937276175,-0.0006240413896476671
4,300.0,0.0,0.03186944504239585,4.951811185250665,4.997267447892856,9.99999999999952,10.127477780169102,0.9868421052631579,0.9878089426911757,4.944671823578476,4.951235770764702,0.4951811185250903,-0.001806604955933877,-0.00014560778817318543,4.948536531356897,-0.0008286463447417791
5,300.0,0.0,0.03187058793922942,4.9399411305748755,4.996597224925131,9.99999999999956,10.159352939695706,0.9836065573770492,0.9848069626888912,4.931079237631277,4.9392278507555645,0.49399411305750934,-0.0022492450140506604,-0.00018103819211301442,4.93587677416937,-0.0010315779527682034
7,300.0,0.0,0.03187285404592117,4.916409327959249,4.995271896862519,9.999999999999561,10.223109978321009,0.9771986970684039,0.9788568078155062,4.904174492048064,4.915427231262025,0.4916409327959465,-0.0031239931495006257,-0.0002507645690180693,4.910799095317848,-0.0014324939432018846
10,300.0,0.0,0.03187620481597998,4.881623492948716,4.993320911682817,9.999999999999583,10.318762048159384,0.967741935483871,0.9700637244454172,4.864504108080146,4.880254897781668,0.488162349294892,-0.004410367182615449,-0.00035258318317932247,4.873775756492803,-0.002021766528919944
14,300.0,0.0,0.031880584434962465,4.836173644768671,4.990786543999637,9.999999999999574,10.446328182089047,0.9554140127388535,0.9585798620514421,4.812853385986914,4.834319448205768,0.48361736447688775,-0.0060790414984364105,-0.0004833453160889567,4.825487614823924,-0.002785595995978718
20,300.0,0.0,0.031886971826110756,4.769922532184565,4.987122161792723,9.999999999999654,10.637739436521867,0.9375,0.941849828320706,4.737927026680677,4.767399313282824,0.476992253218473,-0.008487045882438204,-0.0006693025865120994,4.7552703235781575,-0.003886607345726323
28,300.0,0.0,0.0318951648870687,4.685003121972006,4.982477191831778,9.99999999999962,10.893064616837544,0.9146341463414634,0.9204221277019388,4.642509626675407,4.681688510807755,0.4685003121972184,-0.011531467922843652,-0.0008994866637934695,4.665560130430247,-0.005276248322784061
39,300.0,0.0,0.03190586595087243,4.574191934602055,4.976503983350626,9.999999999999702,11.244328772083726,0.8849557522123894,0.8924884028997814,4.519030073761616,4.569953611599125,0.4574191934602192,-0.015433379586141549,-0.001185812927923302,4.548983689225219,-0.007052851620192313
54,300.0,0.0,0.03191949478868305,4.433234276253485,4.969050173684223,9.999999999999723,11.723652718588607,0.847457627118644,0.8569982990649376,4.363601842105274,4.4279931962597505,0.4433234276253607,-0.020281876663598264,-0.0015265721975296076,4.401469247750774,-0.009252216990380924
74,300.0,0.0,0.031936127149395234,4.2614756807114755,4.960187000828889,9.999999999999721,12.363273409054967,0.8021390374331551,0.813815354922948,4.176620588900178,4.2552614196917915,0.4261475680711594,-0.02601739216181631,-0.0019053525545001948,4.222860989640807,-0.011839637897359534
103,300.0,0.0,0.03195756656851878,4.040510053280101,4.949140638690105,9.99999999999976,13.291629356557195,0.7444168734491315,0.7583549734998696,3.9398069270645943,4.033419893999478,0.4040510053280197,-0.03312047138501251,-0.002331897989606535,3.994850444401093,-0.015017088606482432
144,300.0,0.0,0.03198346946086647,3.774207673308803,4.9363629675498,9.999999999999755,14.605619602364527,0.6756756756756757,0.6916434848505237,3.659704707803919,3.766573939402095,0.37742076733088953,-0.04127411462614694,-0.0027516807700280754,3.722559800512693,-0.018617161682964234
200,300.0,0.0,0.032012447508505994,3.4771745527392532,4.922804871061684,9.999999999999769,16.402489501700966,0.6,0.6173780762844203,3.3536829226370104,3.4695123051376813,0.34771745527393333,-0.049851807966332484,-0.0030931399618565614,3.4218537249352163,-0.022332228361890527
277,300.0,0.0,0.03204362808324725,3.1586343508485695,4.909083345807641,9.999999999999753,18.876084979059243,0.5199306759098787,0.5378754979005386,3.032452346173817,3.1515019916021543,0.31586343508486475,-0.05845455235396857,-0.003304107174803117,3.102600150960988,-0.025958171130536445
385,300.0,0.0,0.032076093512393614,2.8281760704256294,4.895748561825878,9.999999999999721,22.34929600227126,0.43795620437956206,0.4555148973159102,2.706167253354399,2.822059589263641,0.2828176070425708,-0.06673800135827435,-0.003345674008611521,2.7745715061087193,-0.029321335720377317
535,300.0,0.0,0.03210775498483588,2.5071164235154324,4.883675432358447,9.999999999999718,27.177648916886916,0.3592814371257485,0.3755711520700452,2.3953324906677054,2.502284608280181,0.25071164235155036,-0.07417073499005788,-0.003205999987699104,2.458596456396993,-0.03219390775748021
744,300.0,0.0,0.03213711708506005,2.2104684498461444,4.87329645978171,9.999999999999677,33.91001511128435,0.28735632183908044,0.3017354359812889,2.1130162240752037,2.2069417439251557,0.22104684498462157,-0.08050786105439367,-0.0029135050330613144,2.168710795977017,-0.034497102237100785
1033,300.0,0.0,0.03216286004039777,1.9512670736949973,4.86483976221065,9.999999999999613,43.22423442173051,0.2250562640660165,0.23721613756803114,1.8698063980969204,1.9488645502721247,0.1951267073695073,-0.08563386440115073,-0.0025256034706852004,1.9168023607109583,-0.03623032262660797
1436,300.0,0.0,0.03218466175250668,1.732402574656075,4.8581444893412264,9.999999999999508,56.217174276599096,0.1728110599078341,0.18271618150248123,1.6667300384806267,1.730864726009925,0.173240257465616,-0.08966726558312144,-0.0020997313490768166,1.7049454287772692,-0.037489144398078045
1995,300.0,0.0,0.03220236310261696,1.555146081463532,4.853021268289525,9.999999999999405,74.24371438972024,0.13071895424836602,0.13855229346505318,1.5036629108875195,1.5542091738602126,0.15551460814636248,-0.09273805993602169,-0.001687677594426118,1.5338449334911417,-0.03837034734395339
2,300.0,1.0,0.0316714713286496,4.977116428098056,4.99999999999281,9.936657057342178,9.999999999999478,0.9933774834437086,0.9938650913900964,4.9735099337676925,4.9754603655603855,0.5008843919415005,-0.0009068113532920696,-0.0004163978016762382,4.975460365553239,-0.00041639780347313415
3,300.0,1.0,0.03157564503432329,4.965757514124672,4.99999999999281,9.905273064896509,9.999999999999478,0.9900990099009901,0.9908236681978605,4.960396039596842,4.9632946727914415,0.5013246461344834,-0.0013519420964933637,-0.0006210267078756715,4.963294672784318,-0.0006210267096719013
4,300.0,1.0,0.0314803733777291,4.954453437620241,4.99999999999281,9.87407850648856,9.999999999999478,0.9868421052631579,0.9877994198342562,4.947368421045536,4.9511976793370245,0.5017636262831532,-0.0017916550760979089,-0.0008233143554665645,4.951197679329923,-0.0008233143572624613
5,300.0,1.0,0.031385651751415646,4.943203891971374,4.99999999999281,9.843071741242401,9.999999999999478,0.9836065573770492,0.9847922134076625,4.934426229501124,4.93916885363065,0.5022013474979954,-0.0022260229779448304,-0.0010232892975529095,4.93916885362357,-0.0010232892993485843
7,300.0,1.0,0.03119784040321197,4.920867172040714,4.99999999999281,9.781615117176994,9.999999999999478,0.9771986970684039,0.9788284008898941,4.90879478826659,4.915313603559577,0.5030730726053033,-0.0030790086081495804,-0.0014164133181403527,4.915313603552539,-0.0014164133199353612
10,300.0,1.0,0.030920136195018034,4.887763469573358,4.99999999999281,9.690798638049298,9.999999999999478,0.967741935483871,0.9700072439082027,4.870967741928526,4.880028975632811,0.5043715850603244,-0.004320151618347978,-0.0019894456031285257,4.880028975625837,-0.001989445604922313
