kind,case,kd,M,p,xf,g
meanfield,decoy,30.0,493,0.3699489119624878,17.61518640249352,1.5091271635328165
meanfield,iteron,30.0,493,0.3699489119624878,17.61518640249352,0.13291778145348443
meanfield,decoy,30.0,550,0.3360311903875783,15.182845286831906,1.45037184871573
meanfield,iteron,30.0,550,0.3360311903875783,15.182845286831906,0.11010385693713651
meanfield,decoy,30.0,614,0.30435586579059354,13.12549840457541,1.3973931004154077
meanfield,iteron,30.0,614,0.30435586579059354,13.12549840457541,0.09170740455033567
meanfield,decoy,30.0,685,0.2753310730746414,11.398214943870528,1.3506936353138266
meanfield,iteron,30.0,685,0.2753310730746414,11.398214943870528,0.07697748189312438
meanfield,decoy,30.0,764,0.24877637891812712,9.934846506550969,1.30961807637145
meanfield,iteron,30.0,764,0.24877637891812712,9.934846506550969,0.06505427285477447
meanfield,decoy,30.0,852,0.22454577123940633,8.687002904025576,1.273548910178514
meanfield,iteron,30.0,852,0.22454577123940633,8.687002904025576,0.05531661540569686
meanfield,decoy,30.0,951,0.2023045851463585,7.608339525812994,1.2416322912292477
meanfield,iteron,30.0,951,0.2023045851463585,7.608339525812994,0.047233800189426196
meanfield,decoy,30.0,1060,0.18236672995964776,6.691266242773395,1.2139832538330815
meanfield,iteron,30.0,1060,0.18236672995964776,6.691266242773395,0.040615425828327514
meanfield,decoy,30.0,1183,0.16408388130421975,5.888768417107258,1.1894179220424255
meanfield,iteron,30.0,1183,0.16408388130421975,5.888768417107258,0.03502103347032402
meanfield,decoy,30.0,1319,0.14768884536007967,5.198412970054619,1.168019769134686
meanfield,iteron,30.0,1319,0.14768884536007967,5.198412970054619,0.030359245585749813
meanfield,decoy,30.0,1472,0.1327499328850916,4.592098793144373,1.149031617042498
meanfield,iteron,30.0,1472,0.1327499328850916,4.592098793144373,0.026382333509528018
meanfield,decoy,30.0,1642,0.11932712422518871,4.064862022241982,1.1323770037144876
meanfield,iteron,30.0,1642,0.11932712422518871,4.064862022241982,0.02301478138629573
meanfield,decoy,30.0,1831,0.10726135451394148,3.6044598849714475,1.1177283838897774
meanfield,iteron,30.0,1831,0.10726135451394148,3.6044598849714475,0.020144035610123515
meanfield,decoy,30.0,2043,0.09632992814855681,3.197956792500463,1.104715585356412
