regime,kd,dosage,Mstar_pred,M,kx,mf,mf_static,CV2f,CV2f_static,CV2y,CV2y_static,step,ramp,dCV2y_repl,dCV2f_repl
dilution,500.0,0,311.5839842184875,274,11.658153935568382,49.95836281272149,59.12428165876317,0.0859517365671238,0.11273283436745829,0.30642072423956107,0.27475422468963584,-0.3370641873808174,0.4263565191389053,0.03166649954992523,-0.026781097800334497
dilution,500.0,0,311.5839842184875,531,16.03140597623103,49.70182824502913,62.09198993322412,0.07456945716820017,0.09979531813609809,0.28989100976520965,0.25216869946951953,-0.44458764943382656,0.44083168537211864,0.03772231029569012,-0.025225860967897917
dilution,500.0,0,311.5839842184875,1029,24.730648592076925,49.88595736363743,66.11368829242831,0.06778808852839369,0.08778478787822702,0.2834583156756915,0.2335513107797764,-0.5500197195844091,0.46177368539148195,0.049907004895915125,-0.019996699349833336
dilution,500.0,0,311.5839842184875,1995,41.274619935312046,49.89462199136016,69.18495093025251,0.06744768500717302,0.07781985222716889,0.26454109906802104,0.21822047057159216,-0.6318289378316377,0.4748708531615212,0.04632062849642887,-0.01037216721999587
dilution,500.0,3,311.5839842184875,0,4.705071628971025,49.95326859839663,35.15486505679688,0.1467057756463507,0.19236333496708996,0.2531771102985797,0.4496353423307589,-0.08071337555628329,0.30526668369582605,-0.19645823203217921,-0.045657559320739255
dilution,500.0,3,311.5839842184875,10,4.8431166807864905,50.18541048961601,35.75419507538244,0.14300384425549706,0.1883762455275895,0.24884064126232297,0.43277876185616315,-0.10134080866401361,0.3103539583702921,-0.18393812059384018,-0.04537240127209244
dilution,500.0,3,311.5839842184875,19,5.009320072259647,50.76693038346704,36.15439737388387,0.13817395732586157,0.18236463903374545,0.24626054342799172,0.43443264900534106,-0.10916094343983437,0.3042855225255069,-0.18817210557734934,-0.04419068170788387
dilution,500.0,3,311.5839842184875,38,5.219924401148309,50.169450175506284,36.57791526635079,0.12999261423913436,0.1774236772526594,0.249068911044761,0.4195441619040844,-0.1363952990209709,0.310607465123447,-0.17047525085932339,-0.04743106301352504
dilution,500.0,3,311.5839842184875,73,5.721945385661491,50.654276333198595,37.661659712193284,0.11796983123153003,0.17091032516078725,0.24743167980172762,0.41489097756433474,-0.16911401304819032,0.31121008498189623,-0.16745929776260712,-0.05294049392925722
dilution,500.0,3,311.5839842184875,141,6.540414377502944,49.87058761919423,38.96120167435672,0.10236791394082996,0.15943462401985953,0.24310233300543263,0.38196550753029385,-0.2360715113782115,0.3204849976894949,-0.13886317452486122,-0.05706671007902957
dilution,500.0,3,311.5839842184875,274,8.216473728984452,49.855427418908945,41.21464788874228,0.08421108175575856,0.1405300856459802,0.23623513059870638,0.3745251639131462,-0.31692000330155423,0.3203992635928513,-0.13829003331443984,-0.05631900389022165
dilution,500.0,3,311.5839842184875,531,11.344439503867642,49.53136482853405,43.16151079311047,0.07100768124812062,0.12061233991413092,0.2280745852365072,0.34593961329933787,-0.41985554800710717,0.3323308245408485,-0.11786502806283067,-0.0496046586660103
dilution,500.0,3,311.5839842184875,1029,17.497093155237657,49.828637203241804,45.64053065459714,0.06331790512979608,0.10220315842535828,0.21909641555662548,0.31617575122467995,-0.5142199941364786,0.3345191632396023,-0.09707933566805446,-0.038885253295562194
dilution,500.0,3,311.5839842184875,1995,29.20205272922803,49.96455527869169,47.27246437476137,0.06173568064001004,0.08791888415542322,0.21082910092431237,0.29055052138769627,-0.5903760024078452,0.3407221502481771,-0.0797214204633839,-0.02618320351541318
active-deg,200.0,0,135.72088082974528,0,40.403990023106225,50.013345602050975,50.06957138048197,0.12650801095806297,0.12641957997736036,1.452784175253545,1.4565161048557014,-0.023589415570363318,0.4841052604603112,-0.003731929602156292,8.843098070260291e-05
active-deg,200.0,0,135.72088082974528,10,42.822905478217095,50.09037240919653,51.154457356926294,0.12057778590025403,0.12248933008354221,1.4477739740714328,1.4339876262067548,-0.060507393264553136,0.4934899353894076,0.013786347864678028,-0.0019115441832881774
active-deg,200.0,0,135.72088082974528,19,45.073386819476575,50.19699591944318,51.99171148608033,0.11537014118301214,0.1203721872750162,1.4381952725099325,1.4207997377960035,-0.09060492659293846,0.5010675936823039,0.017395534713928962,-0.005002046092004053
active-deg,200.0,0,135.72088082974528,38,49.66122751464715,50.06039567637834,53.65124905010323,0.10897509153285263,0.115157563387857,1.4458978713941164,1.3542319971626753,-0.1477361194081425,0.5153285801949529,0.09166587423144112,-0.006182471855004368
active-deg,200.0,0,135.72088082974528,73,58.12112871091102,50.16149402235146,56.123959877232906,0.10009539124832333,0.10825172942701825,1.429077592114411,1.298347399031549,-0.23618472770811386,0.5428820992012452,0.13073019308286193,-0.008156338178694919
active-deg,200.0,0,135.72088082974528,141,73.7518442703141,49.92126614822603,59.49313848865737,0.09519499165937687,0.09875820890946417,1.4152661773713147,1.2292242757446405,-0.36191751648532494,0.5863609512984564,0.1860419016266741,-0.0035632172500873055
active-deg,200.0,0,135.72088082974528,274,104.35756515507877,50.032678246225856,63.702153425534874,0.09588220344423576,0.08797900375331816,1.3828891431535062,1.147319800864566,-0.5120485190107632,0.6392325193429356,0.23556934228894022,0.0079031996909176
active-deg,200.0,0,135.72088082974528,531,161.70241226345317,49.87866174874008,67.57442936675157,0.10356187552885393,0.07784117691761377,1.3815858955453373,1.090742116462574,-0.6528935859896274,0.695241994712145,0.2908437790827634,0.025720698611240156
active-deg,200.0,0,135.72088082974528,1029,272.15323609874287,49.92327323509791,70.75380696367465,0.11356511337327434,0.0689679713572653,1.3798938556302724,1.041123561854876,-0.7639138961245794,0.7471373991466981,0.33877029377539647,0.044597142016009034
active-deg,200.0,0,135.72088082974528,1995,484.94516383612023,49.96045769911378,72.88554745581665,0.12158710083869866,0.062026569835453856,1.3801980646468008,0.9978799808172981,-0.8395077287914852,0.7854527458114792,0.3823180838295027,0.0595605310032448
active-deg,200.0,3,135.72088082974528,0,27.949303217228515,49.86827730715247,34.60313499534522,0.17301335032832804,0.17181353653795908,1.0910695024486297,2.0993509981092244,0.003442877310349966,0.09110514875298867,-1.0082814956605948,0.0011998137903689587
active-deg,200.0,3,135.72088082974528,10,29.76524582352866,50.14753946193096,35.39029076714815,0.16294623708838343,0.16595196190543235,1.071249835547539,2.0618310816481404,-0.02379931517285939,0.09015822614433529,-0.9905812461006014,-0.003005724817048916
active-deg,200.0,3,135.72088082974528,19,31.317500855626363,50.051423188122676,35.95765848020528,0.1551134951915146,0.16168664984622239,1.0735703867915263,2.0179748481098625,-0.047721660901994443,0.0882933378807029,-0.9444044613183362,-0.006573154654707786
active-deg,200.0,3,135.72088082974528,38,34.723614258731395,50.28765761050195,37.1321650347586,0.14173779342571094,0.15295339377634296,1.069623326903881,1.939581982923089,-0.09030902968704728,0.08686504416704964,-0.8699586560192079,-0.011215600350632016
active-deg,200.0,3,135.72088082974528,73,40.45306558860549,49.904439171693994,38.45914870738007,0.12424479155707134,0.14159663166251535,1.072583188104192,1.8792390039317775,-0.15576177593593205,0.08542087737840078,-0.8066558158275854,-0.017351840105444008
active-deg,200.0,3,135.72088082974528,141,51.9368774783148,50.044280688290876,40.713827576782506,0.10039987456969239,0.12596637665623192,1.0508888646159285,1.7910216493785622,-0.24751942853823855,0.08558828946700991,-0.7401327847626338,-0.02556650208653953
active-deg,200.0,3,135.72088082974528,274,74.05130264778538,50.1016233921149,43.40465534385309,0.07982707839900274,0.10761825816210847,1.0370811569039033,1.6604684702905288,-0.352479209627261,0.08348677798875001,-0.6233873133866255,-0.02779117976310573
active-deg,200.0,3,135.72088082974528,531,115.56494536916705,49.87337916474025,45.48204881041338,0.0659099578720452,0.0909718033417974,1.031132261655072,1.5615136903927738,-0.452555938205191,0.09236636502211398,-0.5303814287377018,-0.025061845469752195
active-deg,200.0,3,135.72088082974528,1029,195.5620879934318,49.74615239894384,47.18576816486071,0.05905347842344245,0.07681110541428297,1.0370080109118802,1.5207173530384577,-0.5274635900144885,0.09557399856831078,-0.48370934212657746,-0.017757626990840526
active-deg,200.0,3,135.72088082974528,1995,351.4832826690946,49.98549475538297,48.538393071571726,0.05571423111788328,0.06687549331945736,1.0187098490869355,1.4777021379819013,-0.5764751390725082,0.09877577988490739,-0.4589922888949658,-0.011161262201574075
active-deg,500.0,0,311.5839842184875,0,40.403990023106225,50.013345602050975,50.06957138048197,0.12650801095806297,0.12641957997736036,1.452784175253545,1.4565161048557014,-0.023589415570363318,0.4841052604603112,-0.003731929602156292,8.843098070260291e-05
active-deg,500.0,0,311.5839842184875,10,41.59949990947229,50.17457452903393,50.645201405688105,0.12247682887964134,0.1238879387385406,1.4561300965521409,1.4241962886545938,-0.03998325666699197,0.48938563795174034,0.03193380789754707,-0.0014111098588992649
active-deg,500.0,0,311.5839842184875,19,42.48354919904051,50.004467312589,50.92428993884174,0.12022065771025443,0.12263983534388427,1.452386141471846,1.437949891385257,-0.0536325559858167,0.491052301938448,0.014436250086588887,-0.0024191776336298376
active-deg,500.0,0,311.5839842184875,38,44.59228810378482,49.951343727135104,51.778880387966,0.11470912436900295,0.11887299335203479,1.4566196964698923,1.4067446060205337,-0.0839460930575104,0.4953740749341134,0.04987509044935856,-0.004163868983031838
active-deg,500.0,0,311.5839842184875,73,48.64566080205831,50.147721544468695,53.2391019847995,0.10679854222467207,0.11314848606170291,1.4214562916287343,1.371145426950577,-0.13279199041926312,0.5089168605521441,0.050310864678157374,-0.006349943837030844
active-deg,500.0,0,311.5839842184875,141,56.126409966549346,50.190932522215995,55.520662815127,0.09694032115763461,0.10468817701516642,1.4314565653817712,1.3179330602943258,-0.21043261667371926,0.5302472738228005,0.11352350508744546,-0.007747855857531807
active-deg,500.0,0,311.5839842184875,274,70.09036002381862,49.97643193014134,58.31787353841481,0.0882877545652927,0.0935569862927594,1.4225547129041254,1.2621555818110903,-0.31986559152864485,0.5552170152494784,0.16039913109303505,-0.005269231727466697
active-deg,500.0,0,311.5839842184875,531,97.07021586727045,49.998672275279674,61.93194938199809,0.08474830373036164,0.08085568444624638,1.4065287872830108,1.1717265773699792,-0.4491043613081663,0.5931793470804199,0.23480220991303158,0.003892619284115259
active-deg,500.0,0,311.5839842184875,1029,147.665395359891,49.74938444971568,64.94122282757557,0.08735522734987985,0.0691318939443766,1.3830263360050497,1.130648471784428,-0.5704604010314932,0.6300472131966874,0.2523778642206216,0.01822333340550325
active-deg,500.0,0,311.5839842184875,1995,246.04754478676355,49.81713641621302,67.65568065608605,0.09259127527364859,0.058987473239318404,1.3892592394191274,1.0809255482593627,-0.6638561362216621,0.6581876556854435,0.3083336911597647,0.03360380203433019
active-deg,500.0,3,311.5839842184875,0,27.949303217228515,49.86827730715247,34.60313499534522,0.17301335032832804,0.17181353653795908,1.0910695024486297,2.0993509981092244,0.003442877310349966,0.09110514875298867,-1.0082814956605948,0.0011998137903689587
active-deg,500.0,3,311.5839842184875,10,28.78620551885478,49.978427647644736,34.953863587143836,0.16734981082161607,0.16857297182582068,1.093063694904572,2.0844599333533034,-0.009317916935154583,0.09083932146284429,-0.9913962384487314,-0.0012231610042046093
active-deg,500.0,3,311.5839842184875,19,29.5656050837619,50.13142602641925,35.364021342222664,0.16188865644615105,0.16624334665830193,1.0743862706340799,2.07854938176369,-0.019246036250641644,0.0908439162456427,-1.0041631111296103,-0.004354690212150875
active-deg,500.0,3,311.5839842184875,38,31.083739519447644,50.057193612597914,35.93118113827007,0.15253289680545734,0.16059862061273977,1.0730656219507237,2.037117383934348,-0.04171362898578818,0.08965096402711828,-0.9640517619836244,-0.008065723807282432
active-deg,500.0,3,311.5839842184875,73,33.81670318552564,50.044811611733095,36.89109538432363,0.13965176114122058,0.15198673676252797,1.0764538590607824,1.9576613707283013,-0.07691775231278808,0.08546500442687047,-0.8812075116675189,-0.012334975621307392
active-deg,500.0,3,311.5839842184875,141,39.10790043519814,50.010221857573775,38.45762612788119,0.11961682083846596,0.13922956748544635,1.0624454722047139,1.8824970966244816,-0.13823624176921032,0.0871464498867022,-0.8200516244197678,-0.019612746646980386
active-deg,500.0,3,311.5839842184875,274,49.42609731579798,50.025722073415906,40.77487586396012,0.09531063434591079,0.12085274747222825,1.059782880339916,1.7638864511982144,-0.2191993353451004,0.08260048308208609,-0.7041035708582983,-0.02554211312631746
active-deg,500.0,3,311.5839842184875,531,68.73903974309206,49.93091352104069,43.11888190486321,0.0739594355948506,0.10177662065907775,1.0434518086650137,1.6655325992400958,-0.3157719172892806,0.07986809714955789,-0.622080790575082,-0.027817185064227146
active-deg,500.0,3,311.5839842184875,1029,105.70715799324982,49.89190404376584,45.378094116476,0.05964424392678426,0.0835456615782976,1.0332309156819668,1.5738619855679568,-0.40730039752412006,0.08307466434406269,-0.54063106988599,-0.023901417651513338
active-deg,500.0,3,311.5839842184875,1995,176.2619419745331,49.78554082000907,47.06951791031447,0.05259401824033837,0.06973298122685428,1.0481762367063656,1.5355202425291343,-0.47819601234042924,0.08564728955542955,-0.4873440058227687,-0.017138962986515918
